"TICKET_ID","OPEN_DATE_KEY","CLOSE_DATE_KEY","CATEGORY_KEY","AGENT_KEY","DEPARTMENT_KEY","PRIORITY_KEY","STATUS_KEY","IMPACT_KEY","RESOLUTION_HOURS","SLA_HOURS","USER_FEEDBACK_RATING","SLA_BREACHED"
"TCKT000709",20250913,20250913,19,6,8,2,1,1,2.65,4,4.9,0
"TCKT000710",20250709,20250711,9,7,4,1,3,1,53.34,24,1.7,1
"TCKT000711",20251001,20251002,6,5,3,4,1,3,9.2,24,2.7,0
"TCKT000712",20251116,20251117,4,3,5,2,3,2,30.42,4,2.2,1
"TCKT000713",20250818,20250819,11,7,1,3,3,3,1.46,8,1,0
"TCKT000714",20250721,20250721,10,2,7,3,1,2,1.99,2,3,0
"TCKT000715",20250701,20250701,7,6,3,4,1,1,0.71,2,2.2,0
"TCKT000716",20250402,20250403,13,5,6,1,3,2,25.31,48,4.5,0
"TCKT000717",20250128,20250128,3,3,6,1,1,1,5.1,1,4.5,1
"TCKT000718",20250119,20250119,9,7,3,2,1,2,2.44,24,3.4,0
"TCKT000719",20250224,20250224,20,4,1,4,3,3,0.55,12,4.1,0
"TCKT000720",20250112,20250114,6,5,3,3,1,2,41.29,24,2.1,1
"TCKT000721",20250924,20250925,15,6,5,3,3,1,17.47,8,3.8,1
"TCKT000722",20251013,20251017,13,5,6,4,3,3,93.47,48,3.4,1
"TCKT000723",20250425,20250426,13,5,1,4,3,3,24.36,48,2.6,0
"TCKT000724",20250625,20250625,6,5,1,2,1,1,1.62,24,1.5,0
"TCKT000725",20250511,20250512,18,1,8,3,3,1,24.6,72,4,0
"TCKT000726",20250315,20250316,16,7,4,1,1,1,20.4,12,4,1
"TCKT000727",20250618,20250619,8,2,5,4,1,2,10.84,72,1.8,0
"TCKT000728",20250910,20250911,8,2,1,1,3,3,3.33,72,2.2,0
"TCKT000729",20250529,20250529,12,3,7,2,1,1,1.2,2,3.3,0
"TCKT000730",20250805,20250807,7,6,2,2,3,2,32.5,2,2.6,1
"TCKT000731",20251106,20251106,14,1,5,3,1,1,3.88,48,3.3,0
"TCKT000732",20250428,0,1,1,4,4,2,2,,1,,0
"TCKT000733",20251023,20251026,15,6,1,2,3,1,74.41,8,3.2,1
"TCKT000734",20250727,0,1,1,2,2,5,1,,1,,0
"TCKT000735",20250513,20250513,17,4,5,3,1,3,15.87,8,4.4,1
"TCKT000736",20250122,20250123,10,2,2,1,3,2,7.5,2,2,1
"TCKT000737",20251021,20251021,14,1,7,1,1,1,4.17,48,2.4,0
"TCKT000738",20250814,0,18,1,8,4,4,2,,72,,0
"TCKT000739",20250528,20250528,10,2,3,4,1,1,3.1,2,2,1
"TCKT000740",20251018,0,3,3,4,3,2,3,,1,,0
"TCKT000741",20250731,20250801,1,1,5,3,3,1,23.76,1,3.5,1
"TCKT000742",20250726,20250727,11,7,5,4,1,2,11.86,8,2.2,1
"TCKT000743",20250902,0,15,6,3,1,6,3,,8,,0
"TCKT000744",20250214,20250214,5,4,6,3,1,3,6.06,4,2.8,1
"TCKT000745",20250114,0,8,2,2,4,4,1,,72,,0
"TCKT000746",20250704,20250704,2,2,7,2,1,1,1.81,1,3.4,1
"TCKT000747",20250503,20250503,11,7,5,1,1,3,3.36,8,2.5,0
"TCKT000748",20250328,20250330,19,6,1,2,1,2,40.81,4,2.7,1
"TCKT000749",20250319,20250323,7,6,6,4,3,2,93.5,2,2.3,1
"TCKT000750",20250410,20250410,10,2,6,3,3,2,7.14,2,1.6,1
"TCKT000751",20251006,20251006,11,7,5,1,3,2,0.54,8,4.8,0
"TCKT000752",20250914,20250914,6,5,5,2,1,3,11.76,24,1.5,0
"TCKT000753",20250621,20250621,4,3,8,4,1,2,2.12,4,1.4,0
"TCKT000754",20251112,20251112,10,2,7,1,3,2,12.9,2,3.2,1
"TCKT000755",20250128,20250128,6,5,7,1,3,1,3.13,24,2,0
"TCKT000756",20250207,20250207,4,3,6,1,1,3,17.51,4,4.9,1
"TCKT000757",20250211,20250212,17,4,6,4,1,1,37.31,8,1.1,1
"TCKT000758",20250707,20250708,4,3,2,3,3,3,22.73,4,1.2,1
"TCKT000759",20250704,20250704,5,4,3,1,1,1,1.97,4,4.4,0
"TCKT000760",20250312,20250313,7,6,8,2,3,1,1.35,2,2.5,0
"TCKT000761",20250926,20250926,1,1,2,1,1,1,5.12,1,2.9,1
"TCKT000762",20250625,0,8,2,5,4,2,1,,72,,0
"TCKT000763",20250310,20250310,5,4,4,2,3,3,4.58,4,4.8,1
"TCKT000764",20251027,20251031,16,7,2,2,3,2,100.46,12,4.4,1
"TCKT000765",20250903,20250903,9,7,4,4,1,1,2.91,24,1.9,0
"TCKT000766",20250105,20250106,14,1,3,2,1,3,29.89,48,4.1,0
"TCKT000767",20251009,20251009,8,2,4,2,1,2,8.36,72,3.8,0
"TCKT000768",20250805,20250805,1,1,1,1,1,2,1.02,1,4,1
"TCKT000769",20250327,20250327,19,6,5,2,1,2,1.92,4,4.3,0
"TCKT000770",20250822,20250822,2,2,4,4,3,3,4.77,1,1.5,1
"TCKT000771",20251004,20251005,19,6,4,4,3,2,26,4,4.5,1
"TCKT000772",20250605,20250605,16,7,7,1,1,3,15.81,12,4.2,1
"TCKT000773",20250917,20250917,16,7,7,3,3,2,0.52,12,3.8,0
"TCKT000774",20250605,20250605,18,1,6,4,1,2,11.41,72,4.4,0
"TCKT000775",20250418,20250419,13,5,6,1,3,3,22.75,48,1.2,0
"TCKT000776",20251117,20251117,2,2,8,2,1,2,12.41,1,2.2,1
"TCKT000777",20251025,20251027,14,1,7,2,1,2,37.38,48,2.5,0
"TCKT000778",20251028,20251101,12,3,1,4,3,2,98.66,2,1.3,1
"TCKT000779",20250526,20250529,9,7,5,2,1,1,93.84,24,2.3,1
"TCKT000780",20250906,0,18,1,3,3,2,2,,72,,0
"TCKT000781",20250607,20250607,12,3,8,2,1,3,1.42,2,1.9,0
"TCKT000782",20250210,20250211,4,3,3,1,3,1,33.08,4,1.8,1
"TCKT000783",20250123,20250123,20,4,2,4,1,1,1.63,12,2.3,0
"TCKT000784",20250903,0,6,5,4,4,2,2,,24,,0
"TCKT000785",20251016,20251016,11,7,3,2,1,1,1.22,8,2.9,0
"TCKT000786",20250812,20250812,13,5,5,2,3,2,1.06,48,3.3,0
"TCKT000787",20251107,0,6,5,7,2,4,2,,24,,0
"TCKT000788",20250804,20250804,17,4,2,1,1,3,1.4,8,3.7,0
"TCKT000789",20250428,0,14,1,8,3,2,2,,48,,0
"TCKT000790",20251027,20251027,8,2,7,2,1,3,3.7,72,4.2,0
"TCKT000791",20250907,20250907,5,4,7,3,3,3,10.49,4,2.9,1
"TCKT000792",20250319,20250320,18,1,3,4,1,1,4.76,72,3.9,0
"TCKT000793",20251102,20251102,3,3,5,3,1,1,4.33,1,4.2,1
"TCKT000794",20250926,20250926,16,7,1,3,3,2,2.33,12,2.9,0
"TCKT000795",20250806,20250806,17,4,1,1,3,2,18.34,8,3.4,1
"TCKT000796",20250312,20250313,7,6,4,4,3,1,28.16,2,1.8,1
"TCKT000797",20251012,20251012,9,7,3,4,1,1,4.35,24,1.3,0
"TCKT000798",20250713,20250714,3,3,7,3,1,2,13.97,1,1,1
"TCKT000799",20250828,20250828,7,6,3,2,3,1,3.28,2,2.3,1
"TCKT000800",20250822,20250823,8,2,5,2,1,3,22.74,72,1.2,0
"TCKT000801",20250105,20250106,13,5,1,1,3,1,20.37,48,4.7,0
"TCKT000802",20250203,20250205,16,7,6,2,1,3,37.83,12,2,1
"TCKT000803",20250128,20250129,12,3,8,1,1,3,23.75,2,2.2,1
"TCKT000804",20250523,20250523,1,1,8,3,1,1,1.52,1,1.9,1
"TCKT000805",20251019,20251019,15,6,4,1,3,2,1.17,8,3.3,0
"TCKT000806",20251114,20251114,3,3,5,3,3,1,1.18,1,1.2,1
"TCKT000807",20251107,0,4,3,3,1,2,2,,4,,0
"TCKT000808",20250619,20250620,3,3,1,1,1,3,22.4,1,3.5,1
"TCKT000809",20250518,0,20,4,3,1,4,2,,12,,0
"TCKT000810",20251006,20251011,1,1,5,4,1,3,114.96,1,1.5,1
"TCKT000811",20250614,20250614,16,7,4,1,1,2,2.05,12,2.6,0
"TCKT000812",20250813,20250815,5,4,5,4,1,3,69.35,4,4.1,1
"TCKT000813",20250715,20250716,17,4,2,3,1,1,41.93,8,4.5,1
"TCKT000814",20250815,20250815,4,3,7,2,1,3,5.43,4,3.2,1
"TCKT000815",20251013,0,19,6,8,1,2,1,,4,,0
"TCKT000816",20250929,20251002,6,5,7,4,3,2,70.07,24,3.9,1
"TCKT000817",20250418,20250418,5,4,5,2,1,2,0.7,4,1.6,0
"TCKT000818",20251116,20251117,10,2,8,4,1,1,25.45,2,3.5,1
"TCKT000819",20250606,20250606,15,6,3,2,3,3,1.04,8,2,0
"TCKT000820",20250809,20250813,18,1,6,4,1,2,86.24,72,4.6,1
"TCKT000821",20250803,20250803,12,3,7,2,3,3,5.75,2,3.1,1
"TCKT000822",20250824,20250824,18,1,1,4,3,1,12.16,72,2.8,0
"TCKT000823",20250415,20250415,2,2,5,4,1,3,1.74,1,2.6,1
"TCKT000824",20250802,20250802,14,1,3,4,1,1,7.64,48,1.4,0
"TCKT000825",20250110,20250110,16,7,7,4,1,2,11.48,12,3.8,0
"TCKT000826",20250129,20250129,6,5,2,3,1,2,11.82,24,4,0
"TCKT000827",20251118,0,9,7,6,3,6,2,,24,,0
"TCKT000828",20251015,20251015,20,4,3,4,1,3,2.39,12,4.9,0
"TCKT000829",20250611,20250611,11,7,7,3,1,3,3.46,8,4.5,0
"TCKT000830",20250417,20250417,7,6,3,1,1,2,1.71,2,1.3,0
"TCKT000831",20251110,20251110,16,7,1,3,3,1,2.75,12,2.3,0
"TCKT000832",20251008,20251008,11,7,3,3,1,3,3.47,8,1,0
"TCKT000833",20250618,20250619,13,5,5,1,3,3,20.47,48,1.3,0
"TCKT000834",20250513,20250513,14,1,6,1,3,1,1.5,48,2.6,0
"TCKT000835",20250603,20250603,1,1,5,1,3,2,3.17,1,1.4,1
"TCKT000836",20250618,20250618,18,1,4,4,1,3,2.23,72,3.6,0
"TCKT000837",20251104,20251104,4,3,3,2,3,3,0.69,4,4.4,0
"TCKT000838",20250413,20250413,16,7,1,2,1,2,4.22,12,2.4,0
"TCKT000839",20251013,20251013,19,6,1,2,3,3,3.87,4,3.1,0
"TCKT000840",20250518,20250522,19,6,1,1,1,1,110.69,4,4.2,1
"TCKT000841",20251025,20251025,14,1,1,4,1,1,1.53,48,1.7,0
"TCKT000842",20251102,20251102,13,5,1,1,3,2,2.81,48,2,0
"TCKT000843",20250305,20250307,1,1,4,4,1,3,50.04,1,1.9,1
"TCKT000844",20250824,20250824,2,2,3,2,1,3,1.39,1,4,1
"TCKT000845",20251113,20251119,16,7,2,2,1,3,132.31,12,4.7,1
"TCKT000846",20250209,20250209,12,3,7,2,1,2,5.77,2,2.7,1
"TCKT000847",20250904,20250904,6,5,1,4,1,3,0.86,24,2.7,0
"TCKT000848",20250309,20250309,19,6,5,1,1,3,3.86,4,4.6,0
"TCKT000849",20251128,20251129,4,3,3,2,3,3,10.98,4,2.3,1
"TCKT000850",20250918,20250921,4,3,7,1,3,3,61.79,4,2.8,1
"TCKT000851",20250531,20250531,17,4,7,1,1,1,6.73,8,2,0
"TCKT000852",20250918,20250918,10,2,7,3,1,2,2.25,2,2.4,1
"TCKT000853",20250526,20250527,8,2,7,2,1,1,2.83,72,1.3,0
"TCKT000854",20250227,20250303,16,7,7,1,3,3,99.48,12,2.7,1
"TCKT000855",20250608,20250608,2,2,4,2,1,1,1.92,1,4.8,1
"TCKT000856",20250529,20250604,8,2,4,1,1,1,134.76,72,4.1,1
"TCKT000857",20250522,0,5,4,3,1,2,2,,4,,0
"TCKT000858",20250719,20250719,15,6,7,4,1,1,10.41,8,3.7,1
"TCKT000859",20250217,20250217,7,6,3,4,3,3,6.08,2,4.5,1
"TCKT000860",20251116,20251116,14,1,7,1,1,1,1.14,48,1.8,0
"TCKT000861",20250125,20250126,16,7,4,2,3,3,3.44,12,4.2,0
"TCKT000862",20250104,20250104,16,7,2,1,3,2,1.23,12,1.5,0
"TCKT000863",20251030,20251030,1,1,7,4,1,3,6.76,1,4,1
"TCKT000864",20250402,20250404,5,4,8,1,1,2,48.21,4,3.1,1
"TCKT000865",20250322,20250326,16,7,7,3,3,3,81.62,12,2,1
"TCKT000866",20251001,20251001,14,1,3,4,1,1,2.19,48,2.4,0
"TCKT000867",20250622,20250622,18,1,4,2,3,3,1.9,72,1.5,0
"TCKT000868",20250303,20250305,12,3,7,2,3,1,48.66,2,3.1,1
"TCKT000869",20250222,20250222,19,6,7,3,3,2,1.65,4,1.7,0
"TCKT000870",20250901,20250901,2,2,8,1,3,1,0.56,1,4.3,0
"TCKT000871",20250804,20250807,5,4,6,4,3,3,89.32,4,2.3,1
"TCKT000872",20250608,20250609,15,6,6,4,1,2,27.08,8,1.4,1
"TCKT000873",20250825,20250825,15,6,3,1,1,2,1.3,8,2.3,0
"TCKT000874",20250914,20250914,14,1,2,3,3,1,0.61,48,2.2,0
"TCKT000875",20250211,20250213,14,1,2,2,3,2,43.54,48,2.4,0
"TCKT000876",20250724,20250724,12,3,7,3,3,1,6.6,2,1.9,1
"TCKT000877",20250706,0,15,6,7,4,6,3,,8,,0
"TCKT000878",20250914,20250914,7,6,6,4,3,3,2.11,2,4.9,1
"TCKT000879",20250419,20250421,19,6,4,2,3,3,43.08,4,1.3,1
"TCKT000880",20250731,20250803,10,2,3,1,3,2,88.74,2,3.5,1
"TCKT000881",20250208,20250208,6,5,7,2,3,1,1.28,24,3.6,0
"TCKT000882",20250404,20250404,15,6,1,4,3,1,0.81,8,2.3,0
"TCKT000883",20250125,20250129,4,3,7,1,3,3,92.92,4,4.9,1
"TCKT000884",20250509,20250510,18,1,4,2,1,3,9.65,72,3,0
"TCKT000885",20250317,20250320,6,5,2,2,3,3,78.95,24,1.2,1
"TCKT000886",20251019,20251022,13,5,8,2,1,2,69.6,48,3.6,1
"TCKT000887",20250212,20250212,9,7,1,2,3,2,1.8,24,3.7,0
"TCKT000888",20250516,20250516,9,7,1,3,3,2,1.28,24,4.3,0
"TCKT000889",20251016,20251016,6,5,6,4,1,3,1.57,24,3.7,0
"TCKT000890",20250614,20250614,17,4,6,3,3,1,15.76,8,1.9,1
"TCKT000891",20250801,20250802,5,4,4,1,3,2,29.03,4,1.4,1
"TCKT000892",20250503,20250503,7,6,5,1,3,1,0.9,2,4.8,0
"TCKT000893",20250513,20250514,11,7,6,1,3,2,29.35,8,3.6,1
"TCKT000894",20250311,20250312,20,4,7,2,1,2,11.01,12,1.2,0
"TCKT000895",20250725,20250725,15,6,1,1,1,2,5.58,8,3.7,0
"TCKT000896",20250809,20250809,11,7,4,1,3,1,6.43,8,4.6,0
"TCKT000897",20250422,20250425,4,3,6,3,1,2,75.79,4,4.9,1
"TCKT000898",20250325,20250325,13,5,4,1,3,2,4.5,48,4.2,0
"TCKT000899",20251027,20251027,9,7,2,3,1,3,1.96,24,3.7,0
"TCKT000900",20250124,20250124,4,3,4,2,1,3,0.75,4,3.7,0
"TCKT000901",20250219,20250219,3,3,7,4,3,2,3.08,1,4.6,1
"TCKT000902",20251112,20251112,10,2,2,3,1,2,6.76,2,2.3,1
"TCKT000903",20250413,20250413,16,7,7,2,1,3,3.29,12,1.6,0
"TCKT000904",20250607,20250612,13,5,3,2,1,3,110.86,48,4.3,1
"TCKT000905",20251030,20251102,5,4,2,3,1,2,77.93,4,4.7,1
"TCKT000906",20250405,20250405,19,6,4,2,3,3,1.96,4,2.5,0
"TCKT000907",20250401,20250407,12,3,2,3,1,1,143.99,2,4.5,1
"TCKT000908",20250101,20250101,2,2,6,4,3,3,8.13,1,2.7,1
"TCKT000909",20251123,20251123,4,3,8,3,1,1,1.38,4,1.3,0
"TCKT000910",20250128,20250130,6,5,8,1,1,2,46.17,24,2.8,1
"TCKT000911",20250323,20250327,5,4,5,3,3,3,84.89,4,2.5,1
"TCKT000912",20251115,20251115,10,2,5,3,1,3,2.1,2,2.7,1
"TCKT000913",20250208,20250208,8,2,2,1,1,3,3.9,72,2.7,0
"TCKT000914",20250314,20250315,18,1,2,3,1,3,6.17,72,2.9,0
"TCKT000915",20250525,0,10,2,1,1,6,3,,2,,0
"TCKT000916",20251108,20251108,12,3,1,2,3,3,0.6,2,4.2,0
"TCKT000917",20250731,20250731,20,4,8,4,3,2,12.8,12,3.9,1
"TCKT000918",20250221,20250223,7,6,6,3,3,2,42.76,2,1.9,1
"TCKT000919",20250918,20250918,17,4,3,2,3,3,4.88,8,2.5,0
"TCKT000920",20250209,20250209,5,4,8,4,3,2,0.64,4,3.3,0
"TCKT000921",20251109,20251111,6,5,2,4,1,3,38.84,24,2.7,1
"TCKT000922",20250913,20250913,5,4,5,1,3,2,14.5,4,2.8,1
"TCKT000923",20250928,20250928,11,7,8,4,1,3,0.71,8,3.7,0
"TCKT000924",20250302,20250302,1,1,3,3,3,1,1.76,1,3,1
"TCKT000925",20250820,20250820,11,7,4,1,1,3,3.01,8,2.6,0
"TCKT000926",20250325,0,7,6,1,3,5,2,,2,,0
"TCKT000927",20250224,0,11,7,8,1,4,2,,8,,0
"TCKT000928",20250319,20250320,1,1,1,1,1,1,11.9,1,3,1
"TCKT000929",20250701,20250702,9,7,4,4,3,3,2.52,24,3.4,0
"TCKT000930",20250929,20250929,15,6,1,3,1,3,16.74,8,4.6,1
"TCKT000931",20250904,20250905,16,7,5,2,3,1,39.2,12,2.3,1
"TCKT000932",20250410,20250411,17,4,2,3,1,3,38.45,8,4.6,1
"TCKT000933",20250702,20250702,14,1,6,4,1,2,2.07,48,3.7,0
"TCKT000934",20251027,0,13,5,1,4,2,1,,48,,0
"TCKT000935",20250812,20250818,1,1,5,1,3,2,142.01,1,3.5,1
"TCKT000936",20250819,20250819,3,3,8,4,1,1,3.23,1,4.7,1
"TCKT000937",20250410,20250410,7,6,6,3,3,2,5.4,2,1.4,1
"TCKT000938",20250618,20250618,18,1,5,4,3,2,1.96,72,1.7,0
"TCKT000939",20251120,20251124,17,4,3,2,1,1,88.99,8,4.4,1
"TCKT000940",20251011,20251012,17,4,7,2,1,2,15.68,8,3.6,1
"TCKT000941",20250701,20250703,16,7,1,1,3,3,36.21,12,3.3,1
"TCKT000942",20250710,20250711,4,3,4,4,3,3,16.08,4,3.4,1
"TCKT000943",20250121,20250121,2,2,7,4,3,3,1.7,1,4.6,1
"TCKT000944",20250508,20250508,2,2,4,3,1,1,2.98,1,2.2,1
"TCKT000945",20250130,20250130,15,6,1,3,1,1,0.56,8,4.3,0
"TCKT000946",20250109,20250109,13,5,6,3,3,3,0.94,48,3.3,0
"TCKT000947",20250405,20250405,3,3,1,4,3,1,2.76,1,4.2,1
"TCKT000948",20250126,20250128,3,3,3,1,3,3,40.27,1,1.9,1
"TCKT000949",20250907,20250911,10,2,1,4,3,2,91.72,2,2.6,1
"TCKT000950",20250330,20250330,11,7,2,1,3,2,3.14,8,3.7,0
"TCKT000951",20250918,20250919,8,2,1,1,3,3,21.89,72,4.1,0
"TCKT000952",20250518,20250518,18,1,6,4,3,2,0.68,72,3.5,0
"TCKT000953",20250512,20250513,16,7,8,3,3,1,17.64,12,3.2,1
"TCKT000954",20250516,20250516,8,2,6,2,1,3,7.23,72,4.6,0
"TCKT000955",20250418,20250418,10,2,3,3,3,1,4.88,2,4.7,1
"TCKT000956",20250625,20250625,19,6,7,3,3,2,1.49,4,2.7,0
"TCKT000957",20250926,20250927,10,2,4,4,3,2,14.03,2,4.5,1
"TCKT000958",20250324,20250324,1,1,4,2,3,2,1.53,1,3.8,1
"TCKT000959",20251104,20251105,13,5,1,2,1,3,13.97,48,2.8,0
"TCKT000960",20250603,20250604,8,2,4,2,3,3,7.55,72,4.4,0
"TCKT000961",20251118,20251118,10,2,7,2,1,2,9.73,2,1.3,1
"TCKT000962",20250901,20250902,18,1,5,2,3,3,14.99,72,2.8,0
"TCKT000963",20251003,20251004,4,3,3,2,3,2,22.78,4,1.5,1
"TCKT000964",20250614,20250614,6,5,2,3,3,1,1.54,24,3,0
"TCKT000965",20250815,20250815,7,6,1,3,1,2,3.91,2,4.2,1
"TCKT000966",20251109,20251109,14,1,8,3,1,2,1.52,48,1.7,0
"TCKT000967",20250209,20250209,13,5,4,1,1,1,0.69,48,2.1,0
"TCKT000968",20250504,20250508,12,3,3,1,3,2,92,2,1.4,1
"TCKT000969",20251118,20251119,20,4,1,3,1,2,21.06,12,2,1
"TCKT000970",20250228,20250228,7,6,7,3,3,3,11.34,2,4.2,1
"TCKT000971",20251023,20251023,8,2,3,3,3,3,13,72,1.7,0
"TCKT000972",20250502,20250505,14,1,1,1,3,1,76.16,48,1.4,1
"TCKT000973",20250221,20250221,6,5,3,4,3,3,14.91,24,4.5,0
"TCKT000974",20251124,20251124,1,1,4,1,3,2,12.73,1,4.9,1
"TCKT000975",20250113,20250113,9,7,7,2,1,1,3.59,24,2.1,0
"TCKT000976",20250906,20250906,11,7,1,4,3,2,0.94,8,3.5,0
"TCKT000977",20250417,20250417,6,5,8,4,1,3,5.28,24,3.6,0
"TCKT000978",20251101,20251107,12,3,7,1,3,2,136.31,2,4.7,1
"TCKT000979",20250913,0,10,2,4,4,4,1,,2,,0
"TCKT000980",20250426,20250502,20,4,5,1,1,3,134.34,12,3.6,1
"TCKT000981",20250712,20250717,3,3,5,3,1,3,128.08,1,3.8,1
"TCKT000982",20250501,20250502,16,7,5,3,3,3,17.4,12,3.3,1
"TCKT000983",20250901,20250902,10,2,3,2,1,1,14.34,2,4.4,1
"TCKT000984",20251108,20251108,19,6,5,4,3,3,1.77,4,2.4,0
"TCKT000985",20250601,20250601,10,2,5,1,3,3,0.77,2,3.5,0
"TCKT000986",20250810,20250810,6,5,1,2,1,3,1.81,24,1.6,0
"TCKT000987",20250913,20250914,17,4,1,3,1,1,44.32,8,4.7,1
"TCKT000988",20250507,20250507,19,6,6,1,3,3,1.66,4,3.4,0
"TCKT000989",20251107,20251109,16,7,5,4,3,1,39.94,12,3.1,1
"TCKT000990",20250320,20250320,8,2,5,1,1,1,7.14,72,3.1,0
"TCKT000991",20250520,0,10,2,5,1,4,2,,2,,0
"TCKT000992",20251123,20251124,2,2,5,4,1,3,28.98,1,1,1
"TCKT000993",20250917,20250917,19,6,7,3,3,1,0.83,4,3.4,0
"TCKT000994",20250211,20250214,6,5,8,3,1,1,78.33,24,2,1
"TCKT000995",20250312,20250312,11,7,2,4,3,1,2,8,4.5,0
"TCKT000996",20250521,20250521,11,7,6,1,3,1,3.5,8,4.6,0
"TCKT000997",20251102,20251102,10,2,3,3,1,2,1.71,2,4.1,0
"TCKT000998",20250705,20250710,2,2,5,4,1,3,113.56,1,2.6,1
"TCKT000999",20251115,20251115,4,3,8,3,3,1,21.13,4,2.2,1
"TCKT001000",20250111,20250112,2,2,2,2,3,2,16.67,1,1.1,1
"TCKT001001",20250309,20250310,3,3,1,4,3,2,10.8,1,2,1
"TCKT001002",20250713,20250713,3,3,7,3,3,2,2.14,1,3.8,1
"TCKT001003",20250831,20250901,7,6,3,2,1,3,15.2,2,1.1,1
"TCKT001004",20250312,0,13,5,2,2,4,2,,48,,0
"TCKT001005",20250417,20250417,18,1,4,3,3,1,4.01,72,3.8,0
"TCKT001006",20250728,0,13,5,7,2,6,3,,48,,0
"TCKT001007",20251125,20251126,9,7,4,3,1,3,33.48,24,1.9,1
"TCKT001008",20250116,20250121,8,2,5,2,1,1,132.68,72,3.7,1
"TCKT001009",20250125,20250126,7,6,1,4,3,1,3.63,2,3.6,1
"TCKT001010",20250418,0,8,2,1,2,2,3,,72,,0
"TCKT001011",20250915,20250916,15,6,7,4,1,3,2.93,8,2.5,0
"TCKT001012",20251108,20251108,1,1,1,2,3,3,3.44,1,3.6,1
"TCKT001013",20250924,20250924,12,3,5,1,1,3,0.84,2,4.7,0
"TCKT001014",20250213,20250213,8,2,3,4,3,2,0.57,72,2.5,0
"TCKT001015",20250615,20250615,7,6,4,1,1,1,1.57,2,1.3,0
"TCKT001016",20250523,20250525,5,4,2,3,1,2,49.13,4,2.7,1
"TCKT001017",20251001,20251002,20,4,4,2,1,2,5.34,12,4.3,0
"TCKT001018",20250801,20250804,11,7,6,4,3,2,53.48,8,3.6,1
"TCKT001019",20250331,0,11,7,4,1,5,2,,8,,0
"TCKT001020",20251103,20251103,16,7,2,3,1,1,0.61,12,4.5,0
"TCKT001021",20250617,0,5,4,6,3,6,3,,4,,0
"TCKT001022",20250713,20250714,7,6,3,4,3,2,6.41,2,1.5,1
"TCKT001023",20250601,20250601,19,6,7,2,3,2,1.26,4,2.4,0
"TCKT001024",20250421,20250422,1,1,6,2,3,3,22.99,1,1.8,1
"TCKT001025",20250926,20250927,19,6,4,3,3,1,9.44,4,1.1,1
"TCKT001026",20250111,20250111,15,6,8,1,1,2,2.65,8,2.1,0
"TCKT001027",20251005,20251005,10,2,2,3,1,1,5.69,2,3.9,1
"TCKT001028",20250920,20250921,11,7,7,3,3,3,9.96,8,3.8,1
"TCKT001029",20250710,20250710,5,4,3,2,1,3,3.15,4,4.1,0
"TCKT001030",20250622,20250623,10,2,5,2,1,2,2.6,2,3.1,1
"TCKT001031",20250629,20250629,10,2,3,4,1,1,1.85,2,2.5,0
"TCKT001032",20250211,20250211,20,4,6,2,3,3,11.49,12,4.6,0
"TCKT001033",20250927,20250927,9,7,6,1,3,3,8.26,24,1.1,0
"TCKT001034",20250115,20250115,2,2,7,1,3,1,5.56,1,4.5,1
"TCKT001035",20250926,20250927,19,6,4,2,1,2,26.52,4,4.5,1
"TCKT001036",20250803,20250804,20,4,1,1,3,1,21.97,12,3.3,1
"TCKT001037",20250517,20250517,2,2,7,4,3,1,0.75,1,2.6,0
"TCKT001038",20250928,20250928,17,4,3,3,1,1,3.61,8,3.3,0
"TCKT001039",20250916,20250916,3,3,7,3,1,2,6.89,1,3.6,1
"TCKT001040",20251011,20251012,5,4,6,3,1,1,11.61,4,3.3,1
"TCKT001041",20250218,0,16,7,5,3,4,1,,12,,0
"TCKT001042",20250212,20250213,18,1,4,1,3,1,14.68,72,2,0
"TCKT001043",20250125,20250125,20,4,7,2,3,2,1.66,12,3.7,0
"TCKT001044",20251104,20251104,11,7,5,3,3,2,7.24,8,4.7,0
"TCKT001045",20250612,0,4,3,6,2,5,3,,4,,0
"TCKT001046",20250723,20250723,9,7,8,4,1,2,7.12,24,2.3,0
"TCKT001047",20250529,20250531,2,2,3,4,1,3,28.41,1,3.4,1
"TCKT001048",20250225,0,18,1,3,4,6,1,,72,,0
"TCKT001049",20250922,20250925,16,7,1,3,3,2,68.99,12,3.7,1
"TCKT001050",20250606,20250606,5,4,1,1,3,1,1.47,4,2.2,0
"TCKT001051",20250114,20250114,3,3,7,3,3,2,0.95,1,4.6,0
"TCKT001052",20251003,20251004,12,3,5,3,3,1,25.64,2,4.8,1
"TCKT001053",20251109,20251113,8,2,8,3,1,1,95.22,72,2.2,1
"TCKT001054",20251128,20251203,17,4,4,3,1,3,136.56,8,4.6,1
"TCKT001055",20250118,20250119,2,2,2,1,3,2,20.72,1,4.4,1
"TCKT001056",20250816,20250817,18,1,6,2,3,3,27.41,72,1,0
"TCKT001057",20250628,20250628,8,2,1,3,1,2,4.87,72,2.6,0
"TCKT001058",20250714,20250718,6,5,8,3,3,3,88.97,24,3.3,1
"TCKT001059",20250620,20250620,9,7,5,3,1,1,3.05,24,1.7,0
"TCKT001060",20250928,20251002,9,7,3,1,3,1,94.05,24,4.6,1
"TCKT001061",20250425,20250427,11,7,1,2,1,3,36.51,8,4.1,1
"TCKT001062",20251116,20251119,4,3,5,2,3,3,77.5,4,2.3,1
