"DATE_KEY","FULL_DATE","YEAR","QUARTER","MONTH_NUMBER","MONTH_NAME","DAY_NUMBER","DAY_NAME"
20260420,20-APR-26,2026,2,4,"April    ",20,"Monday   "
20260421,21-APR-26,2026,2,4,"April    ",21,"Tuesday  "
20260422,22-APR-26,2026,2,4,"April    ",22,"Wednesday"
20260423,23-APR-26,2026,2,4,"April    ",23,"Thursday "
20260424,24-APR-26,2026,2,4,"April    ",24,"Friday   "
20260425,25-APR-26,2026,2,4,"April    ",25,"Saturday "
20260426,26-APR-26,2026,2,4,"April    ",26,"Sunday   "
20260427,27-APR-26,2026,2,4,"April    ",27,"Monday   "
20260428,28-APR-26,2026,2,4,"April    ",28,"Tuesday  "
20260429,29-APR-26,2026,2,4,"April    ",29,"Wednesday"
20260430,30-APR-26,2026,2,4,"April    ",30,"Thursday "
20260501,01-MAY-26,2026,2,5,"May      ",1,"Friday   "
20260502,02-MAY-26,2026,2,5,"May      ",2,"Saturday "
20260503,03-MAY-26,2026,2,5,"May      ",3,"Sunday   "
20260504,04-MAY-26,2026,2,5,"May      ",4,"Monday   "
20260505,05-MAY-26,2026,2,5,"May      ",5,"Tuesday  "
20260506,06-MAY-26,2026,2,5,"May      ",6,"Wednesday"
20260507,07-MAY-26,2026,2,5,"May      ",7,"Thursday "
20260508,08-MAY-26,2026,2,5,"May      ",8,"Friday   "
20260509,09-MAY-26,2026,2,5,"May      ",9,"Saturday "
20260510,10-MAY-26,2026,2,5,"May      ",10,"Sunday   "
20260511,11-MAY-26,2026,2,5,"May      ",11,"Monday   "
20260512,12-MAY-26,2026,2,5,"May      ",12,"Tuesday  "
20260513,13-MAY-26,2026,2,5,"May      ",13,"Wednesday"
20260514,14-MAY-26,2026,2,5,"May      ",14,"Thursday "
20260515,15-MAY-26,2026,2,5,"May      ",15,"Friday   "
20260516,16-MAY-26,2026,2,5,"May      ",16,"Saturday "
20260517,17-MAY-26,2026,2,5,"May      ",17,"Sunday   "
20260518,18-MAY-26,2026,2,5,"May      ",18,"Monday   "
20260519,19-MAY-26,2026,2,5,"May      ",19,"Tuesday  "
20260520,20-MAY-26,2026,2,5,"May      ",20,"Wednesday"
20260521,21-MAY-26,2026,2,5,"May      ",21,"Thursday "
20260522,22-MAY-26,2026,2,5,"May      ",22,"Friday   "
20260523,23-MAY-26,2026,2,5,"May      ",23,"Saturday "
20260524,24-MAY-26,2026,2,5,"May      ",24,"Sunday   "
20260525,25-MAY-26,2026,2,5,"May      ",25,"Monday   "
20260526,26-MAY-26,2026,2,5,"May      ",26,"Tuesday  "
20260527,27-MAY-26,2026,2,5,"May      ",27,"Wednesday"
20260528,28-MAY-26,2026,2,5,"May      ",28,"Thursday "
20260529,29-MAY-26,2026,2,5,"May      ",29,"Friday   "
20260530,30-MAY-26,2026,2,5,"May      ",30,"Saturday "
20260531,31-MAY-26,2026,2,5,"May      ",31,"Sunday   "
20260601,01-JUN-26,2026,2,6,"June     ",1,"Monday   "
20260602,02-JUN-26,2026,2,6,"June     ",2,"Tuesday  "
20260603,03-JUN-26,2026,2,6,"June     ",3,"Wednesday"
20260604,04-JUN-26,2026,2,6,"June     ",4,"Thursday "
20260605,05-JUN-26,2026,2,6,"June     ",5,"Friday   "
20260606,06-JUN-26,2026,2,6,"June     ",6,"Saturday "
20260607,07-JUN-26,2026,2,6,"June     ",7,"Sunday   "
20260608,08-JUN-26,2026,2,6,"June     ",8,"Monday   "
20260609,09-JUN-26,2026,2,6,"June     ",9,"Tuesday  "
20260610,10-JUN-26,2026,2,6,"June     ",10,"Wednesday"
20260611,11-JUN-26,2026,2,6,"June     ",11,"Thursday "
20260612,12-JUN-26,2026,2,6,"June     ",12,"Friday   "
20260613,13-JUN-26,2026,2,6,"June     ",13,"Saturday "
20260614,14-JUN-26,2026,2,6,"June     ",14,"Sunday   "
20260615,15-JUN-26,2026,2,6,"June     ",15,"Monday   "
20260616,16-JUN-26,2026,2,6,"June     ",16,"Tuesday  "
20260617,17-JUN-26,2026,2,6,"June     ",17,"Wednesday"
20260618,18-JUN-26,2026,2,6,"June     ",18,"Thursday "
20260619,19-JUN-26,2026,2,6,"June     ",19,"Friday   "
20260620,20-JUN-26,2026,2,6,"June     ",20,"Saturday "
20260621,21-JUN-26,2026,2,6,"June     ",21,"Sunday   "
20260622,22-JUN-26,2026,2,6,"June     ",22,"Monday   "
20260623,23-JUN-26,2026,2,6,"June     ",23,"Tuesday  "
20260624,24-JUN-26,2026,2,6,"June     ",24,"Wednesday"
20260625,25-JUN-26,2026,2,6,"June     ",25,"Thursday "
20260626,26-JUN-26,2026,2,6,"June     ",26,"Friday   "
20260627,27-JUN-26,2026,2,6,"June     ",27,"Saturday "
20260628,28-JUN-26,2026,2,6,"June     ",28,"Sunday   "
20260629,29-JUN-26,2026,2,6,"June     ",29,"Monday   "
20260630,30-JUN-26,2026,2,6,"June     ",30,"Tuesday  "
20260701,01-JUL-26,2026,3,7,"July     ",1,"Wednesday"
20260702,02-JUL-26,2026,3,7,"July     ",2,"Thursday "
20260703,03-JUL-26,2026,3,7,"July     ",3,"Friday   "
20260704,04-JUL-26,2026,3,7,"July     ",4,"Saturday "
20260705,05-JUL-26,2026,3,7,"July     ",5,"Sunday   "
20260706,06-JUL-26,2026,3,7,"July     ",6,"Monday   "
20260707,07-JUL-26,2026,3,7,"July     ",7,"Tuesday  "
20260708,08-JUL-26,2026,3,7,"July     ",8,"Wednesday"
20260709,09-JUL-26,2026,3,7,"July     ",9,"Thursday "
20260710,10-JUL-26,2026,3,7,"July     ",10,"Friday   "
20260711,11-JUL-26,2026,3,7,"July     ",11,"Saturday "
20260712,12-JUL-26,2026,3,7,"July     ",12,"Sunday   "
20260713,13-JUL-26,2026,3,7,"July     ",13,"Monday   "
20260714,14-JUL-26,2026,3,7,"July     ",14,"Tuesday  "
20260715,15-JUL-26,2026,3,7,"July     ",15,"Wednesday"
20260716,16-JUL-26,2026,3,7,"July     ",16,"Thursday "
20260717,17-JUL-26,2026,3,7,"July     ",17,"Friday   "
20260718,18-JUL-26,2026,3,7,"July     ",18,"Saturday "
20260719,19-JUL-26,2026,3,7,"July     ",19,"Sunday   "
20260720,20-JUL-26,2026,3,7,"July     ",20,"Monday   "
20260721,21-JUL-26,2026,3,7,"July     ",21,"Tuesday  "
20260722,22-JUL-26,2026,3,7,"July     ",22,"Wednesday"
20260723,23-JUL-26,2026,3,7,"July     ",23,"Thursday "
20260724,24-JUL-26,2026,3,7,"July     ",24,"Friday   "
20260725,25-JUL-26,2026,3,7,"July     ",25,"Saturday "
20260726,26-JUL-26,2026,3,7,"July     ",26,"Sunday   "
20260727,27-JUL-26,2026,3,7,"July     ",27,"Monday   "
20260728,28-JUL-26,2026,3,7,"July     ",28,"Tuesday  "
20260729,29-JUL-26,2026,3,7,"July     ",29,"Wednesday"
20260730,30-JUL-26,2026,3,7,"July     ",30,"Thursday "
20260731,31-JUL-26,2026,3,7,"July     ",31,"Friday   "
20260801,01-AUG-26,2026,3,8,"August   ",1,"Saturday "
20260802,02-AUG-26,2026,3,8,"August   ",2,"Sunday   "
20260803,03-AUG-26,2026,3,8,"August   ",3,"Monday   "
20260804,04-AUG-26,2026,3,8,"August   ",4,"Tuesday  "
20260805,05-AUG-26,2026,3,8,"August   ",5,"Wednesday"
20260806,06-AUG-26,2026,3,8,"August   ",6,"Thursday "
20260807,07-AUG-26,2026,3,8,"August   ",7,"Friday   "
20260808,08-AUG-26,2026,3,8,"August   ",8,"Saturday "
20260809,09-AUG-26,2026,3,8,"August   ",9,"Sunday   "
20260810,10-AUG-26,2026,3,8,"August   ",10,"Monday   "
20260811,11-AUG-26,2026,3,8,"August   ",11,"Tuesday  "
20260812,12-AUG-26,2026,3,8,"August   ",12,"Wednesday"
20260813,13-AUG-26,2026,3,8,"August   ",13,"Thursday "
20260814,14-AUG-26,2026,3,8,"August   ",14,"Friday   "
20260815,15-AUG-26,2026,3,8,"August   ",15,"Saturday "
20260816,16-AUG-26,2026,3,8,"August   ",16,"Sunday   "
20260817,17-AUG-26,2026,3,8,"August   ",17,"Monday   "
20260818,18-AUG-26,2026,3,8,"August   ",18,"Tuesday  "
20260819,19-AUG-26,2026,3,8,"August   ",19,"Wednesday"
20260820,20-AUG-26,2026,3,8,"August   ",20,"Thursday "
20260821,21-AUG-26,2026,3,8,"August   ",21,"Friday   "
20260822,22-AUG-26,2026,3,8,"August   ",22,"Saturday "
20260823,23-AUG-26,2026,3,8,"August   ",23,"Sunday   "
20260824,24-AUG-26,2026,3,8,"August   ",24,"Monday   "
20260825,25-AUG-26,2026,3,8,"August   ",25,"Tuesday  "
20260826,26-AUG-26,2026,3,8,"August   ",26,"Wednesday"
20260827,27-AUG-26,2026,3,8,"August   ",27,"Thursday "
20260828,28-AUG-26,2026,3,8,"August   ",28,"Friday   "
20260829,29-AUG-26,2026,3,8,"August   ",29,"Saturday "
20260830,30-AUG-26,2026,3,8,"August   ",30,"Sunday   "
20260831,31-AUG-26,2026,3,8,"August   ",31,"Monday   "
20260901,01-SEP-26,2026,3,9,"September",1,"Tuesday  "
20260902,02-SEP-26,2026,3,9,"September",2,"Wednesday"
20260903,03-SEP-26,2026,3,9,"September",3,"Thursday "
20260904,04-SEP-26,2026,3,9,"September",4,"Friday   "
20260905,05-SEP-26,2026,3,9,"September",5,"Saturday "
20260906,06-SEP-26,2026,3,9,"September",6,"Sunday   "
20260907,07-SEP-26,2026,3,9,"September",7,"Monday   "
20260908,08-SEP-26,2026,3,9,"September",8,"Tuesday  "
20260909,09-SEP-26,2026,3,9,"September",9,"Wednesday"
20260910,10-SEP-26,2026,3,9,"September",10,"Thursday "
20260911,11-SEP-26,2026,3,9,"September",11,"Friday   "
20260912,12-SEP-26,2026,3,9,"September",12,"Saturday "
20260913,13-SEP-26,2026,3,9,"September",13,"Sunday   "
20260914,14-SEP-26,2026,3,9,"September",14,"Monday   "
20260915,15-SEP-26,2026,3,9,"September",15,"Tuesday  "
20260916,16-SEP-26,2026,3,9,"September",16,"Wednesday"
20260917,17-SEP-26,2026,3,9,"September",17,"Thursday "
20260918,18-SEP-26,2026,3,9,"September",18,"Friday   "
20260919,19-SEP-26,2026,3,9,"September",19,"Saturday "
20260920,20-SEP-26,2026,3,9,"September",20,"Sunday   "
20260921,21-SEP-26,2026,3,9,"September",21,"Monday   "
20260922,22-SEP-26,2026,3,9,"September",22,"Tuesday  "
20260923,23-SEP-26,2026,3,9,"September",23,"Wednesday"
20260924,24-SEP-26,2026,3,9,"September",24,"Thursday "
20260925,25-SEP-26,2026,3,9,"September",25,"Friday   "
20260926,26-SEP-26,2026,3,9,"September",26,"Saturday "
20260927,27-SEP-26,2026,3,9,"September",27,"Sunday   "
20260928,28-SEP-26,2026,3,9,"September",28,"Monday   "
20260929,29-SEP-26,2026,3,9,"September",29,"Tuesday  "
20260930,30-SEP-26,2026,3,9,"September",30,"Wednesday"
20261001,01-OCT-26,2026,4,10,"October  ",1,"Thursday "
20261002,02-OCT-26,2026,4,10,"October  ",2,"Friday   "
20261003,03-OCT-26,2026,4,10,"October  ",3,"Saturday "
20261004,04-OCT-26,2026,4,10,"October  ",4,"Sunday   "
20261005,05-OCT-26,2026,4,10,"October  ",5,"Monday   "
20261006,06-OCT-26,2026,4,10,"October  ",6,"Tuesday  "
20261007,07-OCT-26,2026,4,10,"October  ",7,"Wednesday"
20261008,08-OCT-26,2026,4,10,"October  ",8,"Thursday "
20261009,09-OCT-26,2026,4,10,"October  ",9,"Friday   "
20261010,10-OCT-26,2026,4,10,"October  ",10,"Saturday "
20261011,11-OCT-26,2026,4,10,"October  ",11,"Sunday   "
20261012,12-OCT-26,2026,4,10,"October  ",12,"Monday   "
20261013,13-OCT-26,2026,4,10,"October  ",13,"Tuesday  "
20261014,14-OCT-26,2026,4,10,"October  ",14,"Wednesday"
20261015,15-OCT-26,2026,4,10,"October  ",15,"Thursday "
20261016,16-OCT-26,2026,4,10,"October  ",16,"Friday   "
20261017,17-OCT-26,2026,4,10,"October  ",17,"Saturday "
20261018,18-OCT-26,2026,4,10,"October  ",18,"Sunday   "
20261019,19-OCT-26,2026,4,10,"October  ",19,"Monday   "
20261020,20-OCT-26,2026,4,10,"October  ",20,"Tuesday  "
20261021,21-OCT-26,2026,4,10,"October  ",21,"Wednesday"
20261022,22-OCT-26,2026,4,10,"October  ",22,"Thursday "
20261023,23-OCT-26,2026,4,10,"October  ",23,"Friday   "
20261024,24-OCT-26,2026,4,10,"October  ",24,"Saturday "
20261025,25-OCT-26,2026,4,10,"October  ",25,"Sunday   "
20261026,26-OCT-26,2026,4,10,"October  ",26,"Monday   "
20261027,27-OCT-26,2026,4,10,"October  ",27,"Tuesday  "
20261028,28-OCT-26,2026,4,10,"October  ",28,"Wednesday"
20261029,29-OCT-26,2026,4,10,"October  ",29,"Thursday "
20261030,30-OCT-26,2026,4,10,"October  ",30,"Friday   "
20261031,31-OCT-26,2026,4,10,"October  ",31,"Saturday "
20261101,01-NOV-26,2026,4,11,"November ",1,"Sunday   "
20261102,02-NOV-26,2026,4,11,"November ",2,"Monday   "
20261103,03-NOV-26,2026,4,11,"November ",3,"Tuesday  "
20261104,04-NOV-26,2026,4,11,"November ",4,"Wednesday"
20261105,05-NOV-26,2026,4,11,"November ",5,"Thursday "
20261106,06-NOV-26,2026,4,11,"November ",6,"Friday   "
20261107,07-NOV-26,2026,4,11,"November ",7,"Saturday "
20261108,08-NOV-26,2026,4,11,"November ",8,"Sunday   "
20261109,09-NOV-26,2026,4,11,"November ",9,"Monday   "
20261110,10-NOV-26,2026,4,11,"November ",10,"Tuesday  "
20261111,11-NOV-26,2026,4,11,"November ",11,"Wednesday"
20261112,12-NOV-26,2026,4,11,"November ",12,"Thursday "
20261113,13-NOV-26,2026,4,11,"November ",13,"Friday   "
20261114,14-NOV-26,2026,4,11,"November ",14,"Saturday "
20261115,15-NOV-26,2026,4,11,"November ",15,"Sunday   "
20261116,16-NOV-26,2026,4,11,"November ",16,"Monday   "
20261117,17-NOV-26,2026,4,11,"November ",17,"Tuesday  "
20261118,18-NOV-26,2026,4,11,"November ",18,"Wednesday"
20261119,19-NOV-26,2026,4,11,"November ",19,"Thursday "
20261120,20-NOV-26,2026,4,11,"November ",20,"Friday   "
20261121,21-NOV-26,2026,4,11,"November ",21,"Saturday "
20261122,22-NOV-26,2026,4,11,"November ",22,"Sunday   "
20261123,23-NOV-26,2026,4,11,"November ",23,"Monday   "
20261124,24-NOV-26,2026,4,11,"November ",24,"Tuesday  "
20261125,25-NOV-26,2026,4,11,"November ",25,"Wednesday"
20261126,26-NOV-26,2026,4,11,"November ",26,"Thursday "
20261127,27-NOV-26,2026,4,11,"November ",27,"Friday   "
20261128,28-NOV-26,2026,4,11,"November ",28,"Saturday "
20261129,29-NOV-26,2026,4,11,"November ",29,"Sunday   "
20261130,30-NOV-26,2026,4,11,"November ",30,"Monday   "
20261201,01-DEC-26,2026,4,12,"December ",1,"Tuesday  "
20261202,02-DEC-26,2026,4,12,"December ",2,"Wednesday"
20261203,03-DEC-26,2026,4,12,"December ",3,"Thursday "
20261204,04-DEC-26,2026,4,12,"December ",4,"Friday   "
20261205,05-DEC-26,2026,4,12,"December ",5,"Saturday "
20261206,06-DEC-26,2026,4,12,"December ",6,"Sunday   "
20261207,07-DEC-26,2026,4,12,"December ",7,"Monday   "
20261208,08-DEC-26,2026,4,12,"December ",8,"Tuesday  "
20261209,09-DEC-26,2026,4,12,"December ",9,"Wednesday"
20261210,10-DEC-26,2026,4,12,"December ",10,"Thursday "
20261211,11-DEC-26,2026,4,12,"December ",11,"Friday   "
20261212,12-DEC-26,2026,4,12,"December ",12,"Saturday "
20261213,13-DEC-26,2026,4,12,"December ",13,"Sunday   "
20261214,14-DEC-26,2026,4,12,"December ",14,"Monday   "
20261215,15-DEC-26,2026,4,12,"December ",15,"Tuesday  "
20261216,16-DEC-26,2026,4,12,"December ",16,"Wednesday"
20261217,17-DEC-26,2026,4,12,"December ",17,"Thursday "
20261218,18-DEC-26,2026,4,12,"December ",18,"Friday   "
20261219,19-DEC-26,2026,4,12,"December ",19,"Saturday "
20261220,20-DEC-26,2026,4,12,"December ",20,"Sunday   "
20261221,21-DEC-26,2026,4,12,"December ",21,"Monday   "
20261222,22-DEC-26,2026,4,12,"December ",22,"Tuesday  "
20261223,23-DEC-26,2026,4,12,"December ",23,"Wednesday"
20261224,24-DEC-26,2026,4,12,"December ",24,"Thursday "
20261225,25-DEC-26,2026,4,12,"December ",25,"Friday   "
20261226,26-DEC-26,2026,4,12,"December ",26,"Saturday "
20261227,27-DEC-26,2026,4,12,"December ",27,"Sunday   "
20261228,28-DEC-26,2026,4,12,"December ",28,"Monday   "
20261229,29-DEC-26,2026,4,12,"December ",29,"Tuesday  "
20261230,30-DEC-26,2026,4,12,"December ",30,"Wednesday"
20261231,31-DEC-26,2026,4,12,"December ",31,"Thursday "
20270101,01-JAN-27,2027,1,1,"January  ",1,"Friday   "
20270102,02-JAN-27,2027,1,1,"January  ",2,"Saturday "
20270103,03-JAN-27,2027,1,1,"January  ",3,"Sunday   "
20270104,04-JAN-27,2027,1,1,"January  ",4,"Monday   "
20270105,05-JAN-27,2027,1,1,"January  ",5,"Tuesday  "
20270106,06-JAN-27,2027,1,1,"January  ",6,"Wednesday"
20270107,07-JAN-27,2027,1,1,"January  ",7,"Thursday "
20270108,08-JAN-27,2027,1,1,"January  ",8,"Friday   "
20270109,09-JAN-27,2027,1,1,"January  ",9,"Saturday "
20270110,10-JAN-27,2027,1,1,"January  ",10,"Sunday   "
20270111,11-JAN-27,2027,1,1,"January  ",11,"Monday   "
20270112,12-JAN-27,2027,1,1,"January  ",12,"Tuesday  "
20270113,13-JAN-27,2027,1,1,"January  ",13,"Wednesday"
20270114,14-JAN-27,2027,1,1,"January  ",14,"Thursday "
20270115,15-JAN-27,2027,1,1,"January  ",15,"Friday   "
20270116,16-JAN-27,2027,1,1,"January  ",16,"Saturday "
20270117,17-JAN-27,2027,1,1,"January  ",17,"Sunday   "
20270118,18-JAN-27,2027,1,1,"January  ",18,"Monday   "
20270119,19-JAN-27,2027,1,1,"January  ",19,"Tuesday  "
20270120,20-JAN-27,2027,1,1,"January  ",20,"Wednesday"
20270121,21-JAN-27,2027,1,1,"January  ",21,"Thursday "
20270122,22-JAN-27,2027,1,1,"January  ",22,"Friday   "
20270123,23-JAN-27,2027,1,1,"January  ",23,"Saturday "
20270124,24-JAN-27,2027,1,1,"January  ",24,"Sunday   "
20270125,25-JAN-27,2027,1,1,"January  ",25,"Monday   "
20270126,26-JAN-27,2027,1,1,"January  ",26,"Tuesday  "
20270127,27-JAN-27,2027,1,1,"January  ",27,"Wednesday"
20270128,28-JAN-27,2027,1,1,"January  ",28,"Thursday "
20270129,29-JAN-27,2027,1,1,"January  ",29,"Friday   "
20270130,30-JAN-27,2027,1,1,"January  ",30,"Saturday "
20270131,31-JAN-27,2027,1,1,"January  ",31,"Sunday   "
20270201,01-FEB-27,2027,1,2,"February ",1,"Monday   "
20270202,02-FEB-27,2027,1,2,"February ",2,"Tuesday  "
20270203,03-FEB-27,2027,1,2,"February ",3,"Wednesday"
20270204,04-FEB-27,2027,1,2,"February ",4,"Thursday "
20270205,05-FEB-27,2027,1,2,"February ",5,"Friday   "
20270206,06-FEB-27,2027,1,2,"February ",6,"Saturday "
20270207,07-FEB-27,2027,1,2,"February ",7,"Sunday   "
20270208,08-FEB-27,2027,1,2,"February ",8,"Monday   "
20270209,09-FEB-27,2027,1,2,"February ",9,"Tuesday  "
20270210,10-FEB-27,2027,1,2,"February ",10,"Wednesday"
20270211,11-FEB-27,2027,1,2,"February ",11,"Thursday "
20270212,12-FEB-27,2027,1,2,"February ",12,"Friday   "
20270213,13-FEB-27,2027,1,2,"February ",13,"Saturday "
20270214,14-FEB-27,2027,1,2,"February ",14,"Sunday   "
20270215,15-FEB-27,2027,1,2,"February ",15,"Monday   "
20270216,16-FEB-27,2027,1,2,"February ",16,"Tuesday  "
20270217,17-FEB-27,2027,1,2,"February ",17,"Wednesday"
20270218,18-FEB-27,2027,1,2,"February ",18,"Thursday "
20270219,19-FEB-27,2027,1,2,"February ",19,"Friday   "
20270220,20-FEB-27,2027,1,2,"February ",20,"Saturday "
20270221,21-FEB-27,2027,1,2,"February ",21,"Sunday   "
20270222,22-FEB-27,2027,1,2,"February ",22,"Monday   "
20270223,23-FEB-27,2027,1,2,"February ",23,"Tuesday  "
20270224,24-FEB-27,2027,1,2,"February ",24,"Wednesday"
20270225,25-FEB-27,2027,1,2,"February ",25,"Thursday "
20270226,26-FEB-27,2027,1,2,"February ",26,"Friday   "
20270227,27-FEB-27,2027,1,2,"February ",27,"Saturday "
20270228,28-FEB-27,2027,1,2,"February ",28,"Sunday   "
20270301,01-MAR-27,2027,1,3,"March    ",1,"Monday   "
20270302,02-MAR-27,2027,1,3,"March    ",2,"Tuesday  "
20270303,03-MAR-27,2027,1,3,"March    ",3,"Wednesday"
20270304,04-MAR-27,2027,1,3,"March    ",4,"Thursday "
20270305,05-MAR-27,2027,1,3,"March    ",5,"Friday   "
20270306,06-MAR-27,2027,1,3,"March    ",6,"Saturday "
20270307,07-MAR-27,2027,1,3,"March    ",7,"Sunday   "
20270308,08-MAR-27,2027,1,3,"March    ",8,"Monday   "
20270309,09-MAR-27,2027,1,3,"March    ",9,"Tuesday  "
20270310,10-MAR-27,2027,1,3,"March    ",10,"Wednesday"
20270311,11-MAR-27,2027,1,3,"March    ",11,"Thursday "
20270312,12-MAR-27,2027,1,3,"March    ",12,"Friday   "
20270313,13-MAR-27,2027,1,3,"March    ",13,"Saturday "
20270314,14-MAR-27,2027,1,3,"March    ",14,"Sunday   "
20270315,15-MAR-27,2027,1,3,"March    ",15,"Monday   "
20270316,16-MAR-27,2027,1,3,"March    ",16,"Tuesday  "
20270317,17-MAR-27,2027,1,3,"March    ",17,"Wednesday"
20270318,18-MAR-27,2027,1,3,"March    ",18,"Thursday "
20270319,19-MAR-27,2027,1,3,"March    ",19,"Friday   "
20270320,20-MAR-27,2027,1,3,"March    ",20,"Saturday "
20270321,21-MAR-27,2027,1,3,"March    ",21,"Sunday   "
20270322,22-MAR-27,2027,1,3,"March    ",22,"Monday   "
20270323,23-MAR-27,2027,1,3,"March    ",23,"Tuesday  "
20270324,24-MAR-27,2027,1,3,"March    ",24,"Wednesday"
20270325,25-MAR-27,2027,1,3,"March    ",25,"Thursday "
20270326,26-MAR-27,2027,1,3,"March    ",26,"Friday   "
20270327,27-MAR-27,2027,1,3,"March    ",27,"Saturday "
20270328,28-MAR-27,2027,1,3,"March    ",28,"Sunday   "
20270329,29-MAR-27,2027,1,3,"March    ",29,"Monday   "
20270330,30-MAR-27,2027,1,3,"March    ",30,"Tuesday  "
20270331,31-MAR-27,2027,1,3,"March    ",31,"Wednesday"
20270401,01-APR-27,2027,2,4,"April    ",1,"Thursday "
20270402,02-APR-27,2027,2,4,"April    ",2,"Friday   "
20270403,03-APR-27,2027,2,4,"April    ",3,"Saturday "
20270404,04-APR-27,2027,2,4,"April    ",4,"Sunday   "
20270405,05-APR-27,2027,2,4,"April    ",5,"Monday   "
20270406,06-APR-27,2027,2,4,"April    ",6,"Tuesday  "
20270407,07-APR-27,2027,2,4,"April    ",7,"Wednesday"
20270408,08-APR-27,2027,2,4,"April    ",8,"Thursday "
20270409,09-APR-27,2027,2,4,"April    ",9,"Friday   "
20270410,10-APR-27,2027,2,4,"April    ",10,"Saturday "
20270411,11-APR-27,2027,2,4,"April    ",11,"Sunday   "
20270412,12-APR-27,2027,2,4,"April    ",12,"Monday   "
20270413,13-APR-27,2027,2,4,"April    ",13,"Tuesday  "
20270414,14-APR-27,2027,2,4,"April    ",14,"Wednesday"
20270415,15-APR-27,2027,2,4,"April    ",15,"Thursday "
20270416,16-APR-27,2027,2,4,"April    ",16,"Friday   "
20270417,17-APR-27,2027,2,4,"April    ",17,"Saturday "
20270418,18-APR-27,2027,2,4,"April    ",18,"Sunday   "
20270419,19-APR-27,2027,2,4,"April    ",19,"Monday   "
20270420,20-APR-27,2027,2,4,"April    ",20,"Tuesday  "
20270421,21-APR-27,2027,2,4,"April    ",21,"Wednesday"
20270422,22-APR-27,2027,2,4,"April    ",22,"Thursday "
20270423,23-APR-27,2027,2,4,"April    ",23,"Friday   "
20270424,24-APR-27,2027,2,4,"April    ",24,"Saturday "
20270425,25-APR-27,2027,2,4,"April    ",25,"Sunday   "
20270426,26-APR-27,2027,2,4,"April    ",26,"Monday   "
20270427,27-APR-27,2027,2,4,"April    ",27,"Tuesday  "
20270428,28-APR-27,2027,2,4,"April    ",28,"Wednesday"
20270429,29-APR-27,2027,2,4,"April    ",29,"Thursday "
20270430,30-APR-27,2027,2,4,"April    ",30,"Friday   "
20270501,01-MAY-27,2027,2,5,"May      ",1,"Saturday "
20270502,02-MAY-27,2027,2,5,"May      ",2,"Sunday   "
20270503,03-MAY-27,2027,2,5,"May      ",3,"Monday   "
20270504,04-MAY-27,2027,2,5,"May      ",4,"Tuesday  "
20270505,05-MAY-27,2027,2,5,"May      ",5,"Wednesday"
20270506,06-MAY-27,2027,2,5,"May      ",6,"Thursday "
20270507,07-MAY-27,2027,2,5,"May      ",7,"Friday   "
20270508,08-MAY-27,2027,2,5,"May      ",8,"Saturday "
20270509,09-MAY-27,2027,2,5,"May      ",9,"Sunday   "
20270510,10-MAY-27,2027,2,5,"May      ",10,"Monday   "
20270511,11-MAY-27,2027,2,5,"May      ",11,"Tuesday  "
20270512,12-MAY-27,2027,2,5,"May      ",12,"Wednesday"
20270513,13-MAY-27,2027,2,5,"May      ",13,"Thursday "
20270514,14-MAY-27,2027,2,5,"May      ",14,"Friday   "
20270515,15-MAY-27,2027,2,5,"May      ",15,"Saturday "
20270516,16-MAY-27,2027,2,5,"May      ",16,"Sunday   "
20270517,17-MAY-27,2027,2,5,"May      ",17,"Monday   "
20270518,18-MAY-27,2027,2,5,"May      ",18,"Tuesday  "
20270519,19-MAY-27,2027,2,5,"May      ",19,"Wednesday"
20270520,20-MAY-27,2027,2,5,"May      ",20,"Thursday "
20270521,21-MAY-27,2027,2,5,"May      ",21,"Friday   "
20270522,22-MAY-27,2027,2,5,"May      ",22,"Saturday "
20270523,23-MAY-27,2027,2,5,"May      ",23,"Sunday   "
20270524,24-MAY-27,2027,2,5,"May      ",24,"Monday   "
20270525,25-MAY-27,2027,2,5,"May      ",25,"Tuesday  "
20270526,26-MAY-27,2027,2,5,"May      ",26,"Wednesday"
20270527,27-MAY-27,2027,2,5,"May      ",27,"Thursday "
20270528,28-MAY-27,2027,2,5,"May      ",28,"Friday   "
20270529,29-MAY-27,2027,2,5,"May      ",29,"Saturday "
20270530,30-MAY-27,2027,2,5,"May      ",30,"Sunday   "
20270531,31-MAY-27,2027,2,5,"May      ",31,"Monday   "
20270601,01-JUN-27,2027,2,6,"June     ",1,"Tuesday  "
20270602,02-JUN-27,2027,2,6,"June     ",2,"Wednesday"
20270603,03-JUN-27,2027,2,6,"June     ",3,"Thursday "
20270604,04-JUN-27,2027,2,6,"June     ",4,"Friday   "
20270605,05-JUN-27,2027,2,6,"June     ",5,"Saturday "
20270606,06-JUN-27,2027,2,6,"June     ",6,"Sunday   "
20270607,07-JUN-27,2027,2,6,"June     ",7,"Monday   "
20270608,08-JUN-27,2027,2,6,"June     ",8,"Tuesday  "
20270609,09-JUN-27,2027,2,6,"June     ",9,"Wednesday"
20270610,10-JUN-27,2027,2,6,"June     ",10,"Thursday "
20270611,11-JUN-27,2027,2,6,"June     ",11,"Friday   "
20270612,12-JUN-27,2027,2,6,"June     ",12,"Saturday "
20270613,13-JUN-27,2027,2,6,"June     ",13,"Sunday   "
